LOCATION,Country,SEX,Sex,AGE,Age,TIME,Time,Value,Flag Codes,Flags
FRA,France,T,Total,70_74,70 to 74,2005,2005,2571486,,
FRA,France,T,Total,70_74,70 to 74,2006,2006,2545864,,
FRA,France,T,Total,70_74,70 to 74,2007,2007,2514968,,
FRA,France,T,Total,70_74,70 to 74,2008,2008,2488667,,
FRA,France,T,Total,70_74,70 to 74,2009,2009,2472373,,
FRA,France,T,Total,70_74,70 to 74,2010,2010,2446349,,
FRA,France,T,Total,70_74,70 to 74,2011,2011,2400298,,
FRA,France,T,Total,70_74,70 to 74,2012,2012,2370758,,
FRA,France,T,Total,70_74,70 to 74,2013,2013,2386220,,
FRA,France,T,Total,70_74,70 to 74,2014,2014,2424942,,
FRA,France,T,Total,70_74,70 to 74,2015,2015,2483279,,
FRA,France,T,Total,70_74,70 to 74,2016,2016,2652202,,
FRA,France,T,Total,70_74,70 to 74,2017,2017,2910268,,
FRA,France,T,Total,70_74,70 to 74,2018,2018,3153007,,
FRA,France,T,Total,70_74,70 to 74,2019,2019,3376921,,
FRA,France,T,Total,70_74,70 to 74,2020,2020,3587578,,
FRA,France,T,Total,70_74,70 to 74,2021,2021,3697748,,
DEU,Germany,W,Women,70_74,70 to 74,1950,1950,1171380,,
DEU,Germany,W,Women,70_74,70 to 74,1951,1951,1171527,,
DEU,Germany,W,Women,70_74,70 to 74,1952,1952,1190585,,
DEU,Germany,W,Women,70_74,70 to 74,1953,1953,1209081,,
DEU,Germany,W,Women,70_74,70 to 74,1954,1954,1230581,,
DEU,Germany,W,Women,70_74,70 to 74,1955,1955,1261691,,
DEU,Germany,W,Women,70_74,70 to 74,1956,1956,1293727,,
DEU,Germany,W,Women,70_74,70 to 74,1957,1957,1332399,,
DEU,Germany,W,Women,70_74,70 to 74,1958,1958,1379822,,
DEU,Germany,W,Women,70_74,70 to 74,1959,1959,1426746,,
DEU,Germany,W,Women,70_74,70 to 74,1960,1960,1467447,,
DEU,Germany,W,Women,70_74,70 to 74,1961,1961,1509623,,
DEU,Germany,W,Women,70_74,70 to 74,1962,1962,1550802,,
DEU,Germany,W,Women,70_74,70 to 74,1963,1963,1589544,,
DEU,Germany,W,Women,70_74,70 to 74,1964,1964,1632407,,
DEU,Germany,W,Women,70_74,70 to 74,1965,1965,1676787,,
DEU,Germany,W,Women,70_74,70 to 74,1966,1966,1726510,,
DEU,Germany,W,Women,70_74,70 to 74,1967,1967,1777084,,
DEU,Germany,W,Women,70_74,70 to 74,1968,1968,1824372,,
DEU,Germany,W,Women,70_74,70 to 74,1969,1969,1864910,,
DEU,Germany,W,Women,70_74,70 to 74,1970,1970,1896019,,
DEU,Germany,W,Women,70_74,70 to 74,1971,1971,1930102,,
DEU,Germany,W,Women,70_74,70 to 74,1972,1972,1977457,,
DEU,Germany,W,Women,70_74,70 to 74,1973,1973,2017613,,
DEU,Germany,W,Women,70_74,70 to 74,1974,1974,2052741,,
DEU,Germany,W,Women,70_74,70 to 74,1975,1975,2088886,,
DEU,Germany,W,Women,70_74,70 to 74,1976,1976,2122365,,
DEU,Germany,W,Women,70_74,70 to 74,1977,1977,2157889,,
DEU,Germany,W,Women,70_74,70 to 74,1978,1978,2199540,,
DEU,Germany,W,Women,70_74,70 to 74,1979,1979,2243453,,
DEU,Germany,W,Women,70_74,70 to 74,1980,1980,2276911,,
DEU,Germany,W,Women,70_74,70 to 74,1981,1981,2287450,,
DEU,Germany,W,Women,70_74,70 to 74,1982,1982,2289448,,
DEU,Germany,W,Women,70_74,70 to 74,1983,1983,2290783,,
DEU,Germany,W,Women,70_74,70 to 74,1984,1984,2275337,,
DEU,Germany,W,Women,70_74,70 to 74,1985,1985,2204125,,
DEU,Germany,W,Women,70_74,70 to 74,1986,1986,2045282,,
DEU,Germany,W,Women,70_74,70 to 74,1987,1987,1826388,,
DEU,Germany,W,Women,70_74,70 to 74,1988,1988,1598022,,
DEU,Germany,W,Women,70_74,70 to 74,1989,1989,1453628,,
DEU,Germany,W,Women,70_74,70 to 74,1990,1990,1489258,,
DEU,Germany,W,Women,70_74,70 to 74,1991,1991,1670755,,
DEU,Germany,W,Women,70_74,70 to 74,1992,1992,1885051,,
DEU,Germany,W,Women,70_74,70 to 74,1993,1993,2076409,,
DEU,Germany,W,Women,70_74,70 to 74,1994,1994,2190931,,
DEU,Germany,W,Women,70_74,70 to 74,1995,1995,2199015,,
DEU,Germany,W,Women,70_74,70 to 74,1996,1996,2152801,,
DEU,Germany,W,Women,70_74,70 to 74,1997,1997,2106320,,
DEU,Germany,W,Women,70_74,70 to 74,1998,1998,2082297,,
DEU,Germany,W,Women,70_74,70 to 74,1999,1999,2072728,,
DEU,Germany,W,Women,70_74,70 to 74,2000,2000,2059570,,
DEU,Germany,W,Women,70_74,70 to 74,2001,2001,2036315,,
DEU,Germany,W,Women,70_74,70 to 74,2002,2002,2004711,,
DEU,Germany,W,Women,70_74,70 to 74,2003,2003,1965086,,
DEU,Germany,W,Women,70_74,70 to 74,2004,2004,1962497,,
DEU,Germany,W,Women,70_74,70 to 74,2005,2005,2018287,,
DEU,Germany,W,Women,70_74,70 to 74,2006,2006,2106272,,
DEU,Germany,W,Women,70_74,70 to 74,2007,2007,2222465,,
DEU,Germany,W,Women,70_74,70 to 74,2008,2008,2363865,,
DEU,Germany,W,Women,70_74,70 to 74,2009,2009,2497579,,
DEU,Germany,W,Women,70_74,70 to 74,2010,2010,2596619,,
DEU,Germany,W,Women,70_74,70 to 74,2011,2011,2641373,,
DEU,Germany,W,Women,70_74,70 to 74,2012,2012,2624927,,
DEU,Germany,W,Women,70_74,70 to 74,2013,2013,2543355,,
DEU,Germany,W,Women,70_74,70 to 74,2014,2014,2432158,,
DEU,Germany,W,Women,70_74,70 to 74,2015,2015,2244088,,
DEU,Germany,W,Women,70_74,70 to 74,2016,2016,2036522,,
DEU,Germany,W,Women,70_74,70 to 74,2017,2017,1939319,,
DEU,Germany,W,Women,70_74,70 to 74,2018,2018,1922038,,
DEU,Germany,W,Women,70_74,70 to 74,2019,2019,1936237,,
DEU,Germany,W,Women,70_74,70 to 74,2020,2020,2034686,,
DEU,Germany,W,Women,70_74,70 to 74,2021,2021,2171988,,
DEU,Germany,M,Men,70_74,70 to 74,1950,1950,950141,,
DEU,Germany,M,Men,70_74,70 to 74,1951,1951,940082,,
DEU,Germany,M,Men,70_74,70 to 74,1952,1952,942030,,
DEU,Germany,M,Men,70_74,70 to 74,1953,1953,941582,,
DEU,Germany,M,Men,70_74,70 to 74,1954,1954,942961,,
DEU,Germany,M,Men,70_74,70 to 74,1955,1955,950693,,
DEU,Germany,M,Men,70_74,70 to 74,1956,1956,951733,,
DEU,Germany,M,Men,70_74,70 to 74,1957,1957,957048,,
DEU,Germany,M,Men,70_74,70 to 74,1958,1958,972114,,
DEU,Germany,M,Men,70_74,70 to 74,1959,1959,981114,,
DEU,Germany,M,Men,70_74,70 to 74,1960,1960,982925,,
DEU,Germany,M,Men,70_74,70 to 74,1961,1961,986421,,
DEU,Germany,M,Men,70_74,70 to 74,1962,1962,988636,,
DEU,Germany,M,Men,70_74,70 to 74,1963,1963,987135,,
DEU,Germany,M,Men,70_74,70 to 74,1964,1964,987696,,
DEU,Germany,M,Men,70_74,70 to 74,1965,1965,993252,,
DEU,Germany,M,Men,70_74,70 to 74,1966,1966,1009320,,
DEU,Germany,M,Men,70_74,70 to 74,1967,1967,1033964,,
DEU,Germany,M,Men,70_74,70 to 74,1968,1968,1065508,,
DEU,Germany,M,Men,70_74,70 to 74,1969,1969,1104222,,
DEU,Germany,M,Men,70_74,70 to 74,1970,1970,1151658,,
DEU,Germany,M,Men,70_74,70 to 74,1971,1971,1204709,,
DEU,Germany,M,Men,70_74,70 to 74,1972,1972,1259371,,
DEU,Germany,M,Men,70_74,70 to 74,1973,1973,1303677,,
DEU,Germany,M,Men,70_74,70 to 74,1974,1974,1338521,,
DEU,Germany,M,Men,70_74,70 to 74,1975,1975,1364262,,
DEU,Germany,M,Men,70_74,70 to 74,1976,1976,1371056,,
DEU,Germany,M,Men,70_74,70 to 74,1977,1977,1368597,,
DEU,Germany,M,Men,70_74,70 to 74,1978,1978,1363934,,
DEU,Germany,M,Men,70_74,70 to 74,1979,1979,1354628,,
DEU,Germany,M,Men,70_74,70 to 74,1980,1980,1336937,,
DEU,Germany,M,Men,70_74,70 to 74,1981,1981,1314821,,
DEU,Germany,M,Men,70_74,70 to 74,1982,1982,1299366,,
DEU,Germany,M,Men,70_74,70 to 74,1983,1983,1286794,,
DEU,Germany,M,Men,70_74,70 to 74,1984,1984,1264890,,
DEU,Germany,M,Men,70_74,70 to 74,1985,1985,1211680,,
DEU,Germany,M,Men,70_74,70 to 74,1986,1986,1113061,,
DEU,Germany,M,Men,70_74,70 to 74,1987,1987,988906,,
DEU,Germany,M,Men,70_74,70 to 74,1988,1988,864486,,
DEU,Germany,M,Men,70_74,70 to 74,1989,1989,788857,,
DEU,Germany,M,Men,70_74,70 to 74,1990,1990,813618,,
DEU,Germany,M,Men,70_74,70 to 74,1991,1991,914675,,
DEU,Germany,M,Men,70_74,70 to 74,1992,1992,1033819,,
DEU,Germany,M,Men,70_74,70 to 74,1993,1993,1137965,,
DEU,Germany,M,Men,70_74,70 to 74,1994,1994,1200620,,
DEU,Germany,M,Men,70_74,70 to 74,1995,1995,1224981,,
DEU,Germany,M,Men,70_74,70 to 74,1996,1996,1243091,,
DEU,Germany,M,Men,70_74,70 to 74,1997,1997,1278171,,
DEU,Germany,M,Men,70_74,70 to 74,1998,1998,1350017,,
DEU,Germany,M,Men,70_74,70 to 74,1999,1999,1441730,,
DEU,Germany,M,Men,70_74,70 to 74,2000,2000,1518537,,
DEU,Germany,M,Men,70_74,70 to 74,2001,2001,1567615,,
DEU,Germany,M,Men,70_74,70 to 74,2002,2002,1587787,,
DEU,Germany,M,Men,70_74,70 to 74,2003,2003,1580812,,
DEU,Germany,M,Men,70_74,70 to 74,2004,2004,1599179,,
DEU,Germany,M,Men,70_74,70 to 74,2005,2005,1667511,,
DEU,Germany,M,Men,70_74,70 to 74,2006,2006,1759591,,
DEU,Germany,M,Men,70_74,70 to 74,2007,2007,1872865,,
DEU,Germany,M,Men,70_74,70 to 74,2008,2008,2006595,,
DEU,Germany,M,Men,70_74,70 to 74,2009,2009,2133511,,
DEU,Germany,M,Men,70_74,70 to 74,2010,2010,2231154,,
DEU,Germany,M,Men,70_74,70 to 74,2011,2011,2268246,,
DEU,Germany,M,Men,70_74,70 to 74,2012,2012,2264481,,
DEU,Germany,M,Men,70_74,70 to 74,2013,2013,2201942,,
DEU,Germany,M,Men,70_74,70 to 74,2014,2014,2113109,,
DEU,Germany,M,Men,70_74,70 to 74,2015,2015,1953616,,
DEU,Germany,M,Men,70_74,70 to 74,2016,2016,1775543,,
DEU,Germany,M,Men,70_74,70 to 74,2017,2017,1694102,,
DEU,Germany,M,Men,70_74,70 to 74,2018,2018,1682190,,
DEU,Germany,M,Men,70_74,70 to 74,2019,2019,1699083,,
DEU,Germany,M,Men,70_74,70 to 74,2020,2020,1786397,,
DEU,Germany,M,Men,70_74,70 to 74,2021,2021,1901230,,
DEU,Germany,T,Total,70_74,70 to 74,1950,1950,2121521,,
DEU,Germany,T,Total,70_74,70 to 74,1951,1951,2111609,,
DEU,Germany,T,Total,70_74,70 to 74,1952,1952,2132615,,
DEU,Germany,T,Total,70_74,70 to 74,1953,1953,2150663,,
DEU,Germany,T,Total,70_74,70 to 74,1954,1954,2173542,,
DEU,Germany,T,Total,70_74,70 to 74,1955,1955,2212384,,
DEU,Germany,T,Total,70_74,70 to 74,1956,1956,2245460,,
DEU,Germany,T,Total,70_74,70 to 74,1957,1957,2289447,,
DEU,Germany,T,Total,70_74,70 to 74,1958,1958,2351936,,
DEU,Germany,T,Total,70_74,70 to 74,1959,1959,2407860,,
DEU,Germany,T,Total,70_74,70 to 74,1960,1960,2450372,,
DEU,Germany,T,Total,70_74,70 to 74,1961,1961,2496044,,
DEU,Germany,T,Total,70_74,70 to 74,1962,1962,2539438,,
DEU,Germany,T,Total,70_74,70 to 74,1963,1963,2576679,,
DEU,Germany,T,Total,70_74,70 to 74,1964,1964,2620103,,
DEU,Germany,T,Total,70_74,70 to 74,1965,1965,2670039,,
DEU,Germany,T,Total,70_74,70 to 74,1966,1966,2735830,,
DEU,Germany,T,Total,70_74,70 to 74,1967,1967,2811048,,
DEU,Germany,T,Total,70_74,70 to 74,1968,1968,2889880,,
DEU,Germany,T,Total,70_74,70 to 74,1969,1969,2969132,,
DEU,Germany,T,Total,70_74,70 to 74,1970,1970,3047677,,
DEU,Germany,T,Total,70_74,70 to 74,1971,1971,3134811,,
DEU,Germany,T,Total,70_74,70 to 74,1972,1972,3236828,,
DEU,Germany,T,Total,70_74,70 to 74,1973,1973,3321290,,
DEU,Germany,T,Total,70_74,70 to 74,1974,1974,3391262,,
DEU,Germany,T,Total,70_74,70 to 74,1975,1975,3453148,,
DEU,Germany,T,Total,70_74,70 to 74,1976,1976,3493421,,
DEU,Germany,T,Total,70_74,70 to 74,1977,1977,3526486,,
DEU,Germany,T,Total,70_74,70 to 74,1978,1978,3563474,,
DEU,Germany,T,Total,70_74,70 to 74,1979,1979,3598081,,
DEU,Germany,T,Total,70_74,70 to 74,1980,1980,3613848,,
DEU,Germany,T,Total,70_74,70 to 74,1981,1981,3602271,,
DEU,Germany,T,Total,70_74,70 to 74,1982,1982,3588814,,
DEU,Germany,T,Total,70_74,70 to 74,1983,1983,3577577,,
DEU,Germany,T,Total,70_74,70 to 74,1984,1984,3540227,,
DEU,Germany,T,Total,70_74,70 to 74,1985,1985,3415805,,
DEU,Germany,T,Total,70_74,70 to 74,1986,1986,3158343,,
DEU,Germany,T,Total,70_74,70 to 74,1987,1987,2815294,,
DEU,Germany,T,Total,70_74,70 to 74,1988,1988,2462508,,
DEU,Germany,T,Total,70_74,70 to 74,1989,1989,2242485,,
DEU,Germany,T,Total,70_74,70 to 74,1990,1990,2302876,,
DEU,Germany,T,Total,70_74,70 to 74,1991,1991,2585430,,
DEU,Germany,T,Total,70_74,70 to 74,1992,1992,2918870,,
DEU,Germany,T,Total,70_74,70 to 74,1993,1993,3214374,,
DEU,Germany,T,Total,70_74,70 to 74,1994,1994,3391551,,
DEU,Germany,T,Total,70_74,70 to 74,1995,1995,3423996,,
DEU,Germany,T,Total,70_74,70 to 74,1996,1996,3395892,,
DEU,Germany,T,Total,70_74,70 to 74,1997,1997,3384491,,
DEU,Germany,T,Total,70_74,70 to 74,1998,1998,3432314,,
DEU,Germany,T,Total,70_74,70 to 74,1999,1999,3514458,,
DEU,Germany,T,Total,70_74,70 to 74,2000,2000,3578107,,
DEU,Germany,T,Total,70_74,70 to 74,2001,2001,3603930,,
DEU,Germany,T,Total,70_74,70 to 74,2002,2002,3592498,,
DEU,Germany,T,Total,70_74,70 to 74,2003,2003,3545898,,
DEU,Germany,T,Total,70_74,70 to 74,2004,2004,3561676,,
DEU,Germany,T,Total,70_74,70 to 74,2005,2005,3685798,,
DEU,Germany,T,Total,70_74,70 to 74,2006,2006,3865863,,
DEU,Germany,T,Total,70_74,70 to 74,2007,2007,4095330,,
DEU,Germany,T,Total,70_74,70 to 74,2008,2008,4370460,,
DEU,Germany,T,Total,70_74,70 to 74,2009,2009,4631090,,
DEU,Germany,T,Total,70_74,70 to 74,2010,2010,4827773,,
DEU,Germany,T,Total,70_74,70 to 74,2011,2011,4909619,,
DEU,Germany,T,Total,70_74,70 to 74,2012,2012,4889408,,
DEU,Germany,T,Total,70_74,70 to 74,2013,2013,4745297,,
DEU,Germany,T,Total,70_74,70 to 74,2014,2014,4545267,,
DEU,Germany,T,Total,70_74,70 to 74,2015,2015,4197704,,
DEU,Germany,T,Total,70_74,70 to 74,2016,2016,3812065,,
DEU,Germany,T,Total,70_74,70 to 74,2017,2017,3633421,,
DEU,Germany,T,Total,70_74,70 to 74,2018,2018,3604228,,
DEU,Germany,T,Total,70_74,70 to 74,2019,2019,3635320,,
DEU,Germany,T,Total,70_74,70 to 74,2020,2020,3821083,,
DEU,Germany,T,Total,70_74,70 to 74,2021,2021,4073218,,
GRC,Greece,W,Women,70_74,70 to 74,1950,1950,79222,,
GRC,Greece,W,Women,70_74,70 to 74,1951,1951,82813,,
GRC,Greece,W,Women,70_74,70 to 74,1952,1952,88267,,
GRC,Greece,W,Women,70_74,70 to 74,1953,1953,91700,,
GRC,Greece,W,Women,70_74,70 to 74,1954,1954,94108,,
GRC,Greece,W,Women,70_74,70 to 74,1955,1955,96103,,
GRC,Greece,W,Women,70_74,70 to 74,1956,1956,97706,,
GRC,Greece,W,Women,70_74,70 to 74,1957,1957,99355,,
GRC,Greece,W,Women,70_74,70 to 74,1958,1958,101757,,
GRC,Greece,W,Women,70_74,70 to 74,1959,1959,104948,,
GRC,Greece,W,Women,70_74,70 to 74,1960,1960,108581,,
GRC,Greece,W,Women,70_74,70 to 74,1961,1961,110785,,
GRC,Greece,W,Women,70_74,70 to 74,1962,1962,114561,,
GRC,Greece,W,Women,70_74,70 to 74,1963,1963,114870,,
GRC,Greece,W,Women,70_74,70 to 74,1964,1964,112526,,
GRC,Greece,W,Women,70_74,70 to 74,1965,1965,114233,,
GRC,Greece,W,Women,70_74,70 to 74,1966,1966,118394,,
GRC,Greece,W,Women,70_74,70 to 74,1967,1967,123148,,
GRC,Greece,W,Women,70_74,70 to 74,1968,1968,129135,,
GRC,Greece,W,Women,70_74,70 to 74,1969,1969,136274,,
GRC,Greece,W,Women,70_74,70 to 74,1970,1970,148218,,
GRC,Greece,W,Women,70_74,70 to 74,1971,1971,150230,,
GRC,Greece,W,Women,70_74,70 to 74,1972,1972,158322,,
GRC,Greece,W,Women,70_74,70 to 74,1973,1973,164774,,
GRC,Greece,W,Women,70_74,70 to 74,1974,1974,168815,,
GRC,Greece,W,Women,70_74,70 to 74,1975,1975,173416,,
GRC,Greece,W,Women,70_74,70 to 74,1976,1976,178196,,
GRC,Greece,W,Women,70_74,70 to 74,1977,1977,182023,,
GRC,Greece,W,Women,70_74,70 to 74,1978,1978,184697,,
GRC,Greece,W,Women,70_74,70 to 74,1979,1979,187767,,
GRC,Greece,W,Women,70_74,70 to 74,1980,1980,190712,,
GRC,Greece,W,Women,70_74,70 to 74,1981,1981,194968,,
GRC,Greece,W,Women,70_74,70 to 74,1982,1982,201089,,
GRC,Greece,W,Women,70_74,70 to 74,1983,1983,207548,,
GRC,Greece,W,Women,70_74,70 to 74,1984,1984,212609,,
GRC,Greece,W,Women,70_74,70 to 74,1985,1985,214863,,
GRC,Greece,W,Women,70_74,70 to 74,1986,1986,196841,,
GRC,Greece,W,Women,70_74,70 to 74,1987,1987,194369,,
GRC,Greece,W,Women,70_74,70 to 74,1988,1988,191332,,
GRC,Greece,W,Women,70_74,70 to 74,1989,1989,188112,,
GRC,Greece,W,Women,70_74,70 to 74,1990,1990,187111,,
GRC,Greece,W,Women,70_74,70 to 74,1991,1991,189710,,
GRC,Greece,W,Women,70_74,70 to 74,1992,1992,197401,,
GRC,Greece,W,Women,70_74,70 to 74,1993,1993,202926,,
GRC,Greece,W,Women,70_74,70 to 74,1994,1994,208698,,
GRC,Greece,W,Women,70_74,70 to 74,1995,1995,223483,,
GRC,Greece,W,Women,70_74,70 to 74,1996,1996,243591,,
GRC,Greece,W,Women,70_74,70 to 74,1997,1997,259005,,
GRC,Greece,W,Women,70_74,70 to 74,1998,1998,275282,,
GRC,Greece,W,Women,70_74,70 to 74,1999,1999,292419,,
GRC,Greece,W,Women,70_74,70 to 74,2000,2000,299493,,
GRC,Greece,W,Women,70_74,70 to 74,2001,2001,292504,,
GRC,Greece,W,Women,70_74,70 to 74,2002,2002,285339,,
GRC,Greece,W,Women,70_74,70 to 74,2003,2003,289101,,
GRC,Greece,W,Women,70_74,70 to 74,2004,2004,292637,,
GRC,Greece,W,Women,70_74,70 to 74,2005,2005,296239,,
GRC,Greece,W,Women,70_74,70 to 74,2006,2006,299857,,
GRC,Greece,W,Women,70_74,70 to 74,2007,2007,302999,,
GRC,Greece,W,Women,70_74,70 to 74,2008,2008,305168,,
GRC,Greece,W,Women,70_74,70 to 74,2009,2009,305656,,
GRC,Greece,W,Women,70_74,70 to 74,2010,2010,302710,,
GRC,Greece,W,Women,70_74,70 to 74,2011,2011,294703,,
GRC,Greece,W,Women,70_74,70 to 74,2012,2012,282609,,
GRC,Greece,W,Women,70_74,70 to 74,2013,2013,270609,,
GRC,Greece,W,Women,70_74,70 to 74,2014,2014,263402,,
GRC,Greece,W,Women,70_74,70 to 74,2015,2015,264111,,
GRC,Greece,W,Women,70_74,70 to 74,2016,2016,272433,,
GRC,Greece,W,Women,70_74,70 to 74,2017,2017,284560,,
GRC,Greece,W,Women,70_74,70 to 74,2018,2018,296301,,
GRC,Greece,W,Women,70_74,70 to 74,2019,2019,304758,,
GRC,Greece,W,Women,70_74,70 to 74,2020,2020,308436,,
GRC,Greece,W,Women,70_74,70 to 74,2021,2021,308785,,
GRC,Greece,M,Men,70_74,70 to 74,1950,1950,65388,,
GRC,Greece,M,Men,70_74,70 to 74,1951,1951,67406,,
GRC,Greece,M,Men,70_74,70 to 74,1952,1952,72375,,
GRC,Greece,M,Men,70_74,70 to 74,1953,1953,74244,,
GRC,Greece,M,Men,70_74,70 to 74,1954,1954,73507,,
GRC,Greece,M,Men,70_74,70 to 74,1955,1955,74668,,
GRC,Greece,M,Men,70_74,70 to 74,1956,1956,74569,,
GRC,Greece,M,Men,70_74,70 to 74,1957,1957,75384,,
GRC,Greece,M,Men,70_74,70 to 74,1958,1958,77582,,
GRC,Greece,M,Men,70_74,70 to 74,1959,1959,79062,,
GRC,Greece,M,Men,70_74,70 to 74,1960,1960,80729,,
GRC,Greece,M,Men,70_74,70 to 74,1961,1961,84208,,
GRC,Greece,M,Men,70_74,70 to 74,1962,1962,85785,,
GRC,Greece,M,Men,70_74,70 to 74,1963,1963,85972,,
GRC,Greece,M,Men,70_74,70 to 74,1964,1964,84828,,
GRC,Greece,M,Men,70_74,70 to 74,1965,1965,86006,,
GRC,Greece,M,Men,70_74,70 to 74,1966,1966,89206,,
GRC,Greece,M,Men,70_74,70 to 74,1967,1967,93886,,
GRC,Greece,M,Men,70_74,70 to 74,1968,1968,99211,,
GRC,Greece,M,Men,70_74,70 to 74,1969,1969,104767,,
GRC,Greece,M,Men,70_74,70 to 74,1970,1970,114940,,
GRC,Greece,M,Men,70_74,70 to 74,1971,1971,117908,,
GRC,Greece,M,Men,70_74,70 to 74,1972,1972,124236,,
GRC,Greece,M,Men,70_74,70 to 74,1973,1973,130496,,
GRC,Greece,M,Men,70_74,70 to 74,1974,1974,136349,,
GRC,Greece,M,Men,70_74,70 to 74,1975,1975,142126,,
GRC,Greece,M,Men,70_74,70 to 74,1976,1976,147552,,
GRC,Greece,M,Men,70_74,70 to 74,1977,1977,152464,,
GRC,Greece,M,Men,70_74,70 to 74,1978,1978,156455,,
GRC,Greece,M,Men,70_74,70 to 74,1979,1979,160138,,
GRC,Greece,M,Men,70_74,70 to 74,1980,1980,162720,,
GRC,Greece,M,Men,70_74,70 to 74,1981,1981,165924,,
GRC,Greece,M,Men,70_74,70 to 74,1982,1982,168988,,
GRC,Greece,M,Men,70_74,70 to 74,1983,1983,170706,,
GRC,Greece,M,Men,70_74,70 to 74,1984,1984,172203,,
GRC,Greece,M,Men,70_74,70 to 74,1985,1985,172763,,
GRC,Greece,M,Men,70_74,70 to 74,1986,1986,161927,,
GRC,Greece,M,Men,70_74,70 to 74,1987,1987,158902,,
GRC,Greece,M,Men,70_74,70 to 74,1988,1988,155360,,
GRC,Greece,M,Men,70_74,70 to 74,1989,1989,151861,,
GRC,Greece,M,Men,70_74,70 to 74,1990,1990,149482,,
GRC,Greece,M,Men,70_74,70 to 74,1991,1991,152051,,
GRC,Greece,M,Men,70_74,70 to 74,1992,1992,157748,,
GRC,Greece,M,Men,70_74,70 to 74,1993,1993,162308,,
GRC,Greece,M,Men,70_74,70 to 74,1994,1994,167965,,
GRC,Greece,M,Men,70_74,70 to 74,1995,1995,178772,,
GRC,Greece,M,Men,70_74,70 to 74,1996,1996,194629,,
GRC,Greece,M,Men,70_74,70 to 74,1997,1997,209582,,
GRC,Greece,M,Men,70_74,70 to 74,1998,1998,225250,,
GRC,Greece,M,Men,70_74,70 to 74,1999,1999,240548,,
GRC,Greece,M,Men,70_74,70 to 74,2000,2000,249205,,
GRC,Greece,M,Men,70_74,70 to 74,2001,2001,247660,,
GRC,Greece,M,Men,70_74,70 to 74,2002,2002,245298,,
GRC,Greece,M,Men,70_74,70 to 74,2003,2003,248686,,
GRC,Greece,M,Men,70_74,70 to 74,2004,2004,250873,,
GRC,Greece,M,Men,70_74,70 to 74,2005,2005,251565,,
GRC,Greece,M,Men,70_74,70 to 74,2006,2006,252081,,
GRC,Greece,M,Men,70_74,70 to 74,2007,2007,253138,,
GRC,Greece,M,Men,70_74,70 to 74,2008,2008,253902,,
GRC,Greece,M,Men,70_74,70 to 74,2009,2009,253638,,
GRC,Greece,M,Men,70_74,70 to 74,2010,2010,251509,,
GRC,Greece,M,Men,70_74,70 to 74,2011,2011,246160,,
GRC,Greece,M,Men,70_74,70 to 74,2012,2012,237921,,
GRC,Greece,M,Men,70_74,70 to 74,2013,2013,229988,,
GRC,Greece,M,Men,70_74,70 to 74,2014,2014,225976,,
GRC,Greece,M,Men,70_74,70 to 74,2015,2015,227915.5,,
GRC,Greece,M,Men,70_74,70 to 74,2016,2016,234891,,
GRC,Greece,M,Men,70_74,70 to 74,2017,2017,243806,,
GRC,Greece,M,Men,70_74,70 to 74,2018,2018,252012,,
GRC,Greece,M,Men,70_74,70 to 74,2019,2019,258079,,
GRC,Greece,M,Men,70_74,70 to 74,2020,2020,260823,,
GRC,Greece,M,Men,70_74,70 to 74,2021,2021,261088,,
GRC,Greece,T,Total,70_74,70 to 74,1950,1950,144610,,
GRC,Greece,T,Total,70_74,70 to 74,1951,1951,150219,,
GRC,Greece,T,Total,70_74,70 to 74,1952,1952,160642,,
GRC,Greece,T,Total,70_74,70 to 74,1953,1953,165944,,
GRC,Greece,T,Total,70_74,70 to 74,1954,1954,167615,,
GRC,Greece,T,Total,70_74,70 to 74,1955,1955,170771,,
GRC,Greece,T,Total,70_74,70 to 74,1956,1956,172275,,
GRC,Greece,T,Total,70_74,70 to 74,1957,1957,174739,,
GRC,Greece,T,Total,70_74,70 to 74,1958,1958,179339,,
GRC,Greece,T,Total,70_74,70 to 74,1959,1959,184010,,
GRC,Greece,T,Total,70_74,70 to 74,1960,1960,189310,,
GRC,Greece,T,Total,70_74,70 to 74,1961,1961,194993,,
GRC,Greece,T,Total,70_74,70 to 74,1962,1962,200346,,
GRC,Greece,T,Total,70_74,70 to 74,1963,1963,200842,,
GRC,Greece,T,Total,70_74,70 to 74,1964,1964,197354,,
GRC,Greece,T,Total,70_74,70 to 74,1965,1965,200239,,
GRC,Greece,T,Total,70_74,70 to 74,1966,1966,207600,,
GRC,Greece,T,Total,70_74,70 to 74,1967,1967,217034,,
GRC,Greece,T,Total,70_74,70 to 74,1968,1968,228346,,
GRC,Greece,T,Total,70_74,70 to 74,1969,1969,241041,,
GRC,Greece,T,Total,70_74,70 to 74,1970,1970,263158,,
GRC,Greece,T,Total,70_74,70 to 74,1971,1971,268138,,
GRC,Greece,T,Total,70_74,70 to 74,1972,1972,282558,,
GRC,Greece,T,Total,70_74,70 to 74,1973,1973,295270,,
GRC,Greece,T,Total,70_74,70 to 74,1974,1974,305164,,
GRC,Greece,T,Total,70_74,70 to 74,1975,1975,315542,,
GRC,Greece,T,Total,70_74,70 to 74,1976,1976,325748,,
GRC,Greece,T,Total,70_74,70 to 74,1977,1977,334487,,
