quote_date,item_id,p_mean,p_75,p_median,p_25,date,dateStata
199305,220315,3.440165,3.8,3.25,2.8,64,01/05/1993
199306,220315,3.429665,3.75,3.2,2.8,65,01/06/1993
199307,220315,3.447718,3.75,3.25,2.8,66,01/07/1993
199308,220315,3.459014,3.8,3.25,2.8,67,01/08/1993
199309,220315,3.457313,3.8,3.25,2.8,68,01/09/1993
199310,220315,3.503989,3.8,3.25,2.8,69,01/10/1993
199311,220315,3.514246,3.8,3.265,2.8,70,01/11/1993
199312,220315,3.515706,3.8,3.25,2.8,71,01/12/1993
199401,220315,3.538149,3.85,3.3,2.85,72,01/01/1994
199402,220315,3.556912,3.85,3.3,2.9,73,01/02/1994
199403,220315,3.570843,3.9,3.3,2.9,74,01/03/1994
199404,220315,3.571994,3.9,3.3,2.9,75,01/04/1994
199405,220315,3.579918,3.9,3.3,2.9,76,01/05/1994
199406,220315,3.596786,3.95,3.3,2.9,77,01/06/1994
199407,220315,3.599759,3.95,3.3,2.9,78,01/07/1994
199408,220315,3.593561,3.95,3.3,2.9,79,01/08/1994
199409,220315,3.616749,4,3.3,2.9,80,01/09/1994
199410,220315,3.607641,3.975,3.3,2.9,81,01/10/1994
199411,220315,3.630082,4,3.3,2.9,82,01/11/1994
199412,220315,3.633453,4,3.3,2.95,83,01/12/1994
199501,220315,3.6625,4,3.4,2.95,84,01/01/1995
199502,220315,3.639207,4.05,3.34,2.95,85,01/02/1995
199503,220315,3.618141,4,3.3,2.95,86,01/03/1995
199504,220315,3.636873,4,3.3,2.95,87,01/04/1995
199505,220315,3.674481,4.1,3.4,3,88,01/05/1995
199506,220315,3.654255,4,3.4,3,89,01/06/1995
199507,220315,3.691304,4.1,3.4,3,90,01/07/1995
199508,220315,3.669134,4,3.4,3,91,01/08/1995
199509,220315,3.728947,4.1,3.4,3,92,01/09/1995
199510,220315,3.720192,4.1,3.4,3,93,01/10/1995
199511,220315,3.707167,4.1,3.4,3,94,01/11/1995
199512,220315,3.702512,4.1,3.4,3,95,01/12/1995
199601,220315,3.720217,4.1,3.4,3,96,01/01/1996
199602,220315,3.757859,4.15,3.4,3,97,01/02/1996
199603,220315,3.734686,4.1,3.45,3,98,01/03/1996
199604,220315,3.742129,4.1,3.45,3,99,01/04/1996
199605,220315,3.756104,4.1,3.475,3,100,01/05/1996
199606,220315,3.740698,4.1,3.45,3,101,01/06/1996
199607,220315,3.750875,4.125,3.5,3.05,102,01/07/1996
199608,220315,3.756047,4.15,3.5,3,103,01/08/1996
199609,220315,3.756816,4.19,3.5,3.05,104,01/09/1996
199610,220315,3.803144,4.2,3.5,3.1,105,01/10/1996
199611,220315,3.804317,4.2,3.5,3.1,106,01/11/1996
199612,220315,3.786788,4.19,3.5,3.1,107,01/12/1996
199701,220315,3.817007,4.2,3.55,3.1,108,01/01/1997
199702,220315,3.783525,4.2,3.5,3.1,109,01/02/1997
199703,220315,3.773523,4.225,3.5,3.05,110,01/03/1997
199704,220315,3.818843,4.25,3.5,3.1,111,01/04/1997
199705,220315,3.815451,4.25,3.5,3.1,112,01/05/1997
199706,220315,3.838893,4.3,3.5,3.1,113,01/06/1997
199707,220315,3.847287,4.35,3.5,3.1,114,01/07/1997
199708,220315,3.833906,4.3,3.5,3.1,115,01/08/1997
199709,220315,3.879135,4.4,3.55,3.2,116,01/09/1997
199710,220315,3.895489,4.4,3.6,3.2,117,01/10/1997
199711,220315,3.913498,4.4,3.6,3.15,118,01/11/1997
199712,220315,3.839163,4.3,3.5,3.1,119,01/12/1997
199801,220315,3.857899,4.32,3.5,3.2,120,01/01/1998
199802,220315,3.826255,4.3,3.6,3.15,121,01/02/1998
199803,220315,3.826692,4.25,3.6,3.15,122,01/03/1998
199804,220315,3.836755,4.25,3.6,3.2,123,01/04/1998
199805,220315,3.831679,4.25,3.6,3.175,124,01/05/1998
199806,220315,3.823657,4.25,3.6,3.2,125,01/06/1998
199807,220315,3.817765,4.25,3.6,3.2,126,01/07/1998
199808,220315,3.842825,4.25,3.6,3.2,127,01/08/1998
199809,220315,3.843709,4.25,3.6,3.2,128,01/09/1998
199810,220315,3.862868,4.275,3.6,3.2,129,01/10/1998
199811,220315,3.878635,4.3,3.65,3.2,130,01/11/1998
199812,220315,3.872103,4.25,3.7,3.2,131,01/12/1998
199901,220315,3.820146,4.2,3.6,3.14,132,01/01/1999
199902,220315,3.970342,4.4,3.7,3.2,133,01/02/1999
199903,220315,3.965709,4.4,3.7,3.2,134,01/03/1999
199904,220315,3.987769,4.445,3.7,3.25,135,01/04/1999
199905,220315,3.980229,4.44,3.7,3.25,136,01/05/1999
199906,220315,3.99458,4.44,3.7,3.25,137,01/06/1999
199907,220315,4.020038,4.5,3.7,3.3,138,01/07/1999
199908,220315,4.03583,4.5,3.7,3.3,139,01/08/1999
199909,220315,4.04289,4.5,3.75,3.3,140,01/09/1999
199910,220315,4.028583,4.5,3.8,3.3,141,01/10/1999
199911,220315,4.06973,4.5,3.8,3.3,142,01/11/1999
199912,220315,4.074771,4.6,3.8,3.3,143,01/12/1999
200001,220315,4.09471,4.6,3.8,3.3,144,01/01/2000
200002,220315,4.140686,4.7,3.815,3.3,145,01/02/2000
200003,220315,4.139921,4.7,3.83,3.35,146,01/03/2000
200004,220315,4.126008,4.65,3.825,3.325,147,01/04/2000
200005,220315,4.128152,4.7,3.8,3.4,148,01/05/2000
200006,220315,4.134488,4.7,3.825,3.4,149,01/06/2000
200007,220315,4.135301,4.7,3.8,3.4,150,01/07/2000
200008,220315,4.169087,4.725,3.9,3.4,151,01/08/2000
200009,220315,4.202295,4.76,3.925,3.4,152,01/09/2000
200010,220315,4.139961,4.7,3.9,3.35,153,01/10/2000
200011,220315,4.183629,4.725,3.925,3.4,154,01/11/2000
200012,220315,4.180358,4.7,3.9,3.4,155,01/12/2000
200101,220315,4.200486,4.7,3.95,3.4,156,01/01/2001
200102,220315,4.374325,4.95,4.1,3.5,157,01/02/2001
200103,220315,4.373135,4.925,4.1,3.5,158,01/03/2001
200104,220315,4.404078,5,4.1,3.6,159,01/04/2001
200105,220315,4.395647,4.95,4.1,3.56,160,01/05/2001
200106,220315,4.389567,4.95,4.1,3.6,161,01/06/2001
200107,220315,4.39498,4.95,4.1,3.6,162,01/07/2001
200108,220315,4.428627,5,4.1,3.6,163,01/08/2001
200109,220315,4.411654,5,4.1,3.6,164,01/09/2001
200110,220315,4.405099,5,4.1,3.6,165,01/10/2001
200111,220315,4.410526,5,4.1,3.6,166,01/11/2001
200112,220315,4.42412,5,4.15,3.6,167,01/12/2001
200201,220315,4.426586,5,4.1,3.6,168,01/01/2002
200202,220318,5.190598,5.95,4.95,4.25,169,01/02/2002
200203,220318,5.204741,5.95,4.95,4.25,170,01/03/2002
200204,220318,5.142034,5.95,4.95,4.25,171,01/04/2002
200205,220318,5.208644,5.95,4.95,4.25,172,01/05/2002
200206,220318,5.192683,5.95,4.95,4.25,173,01/06/2002
200207,220318,5.235433,5.95,5.1,4.28,174,01/07/2002
200208,220318,5.266719,5.95,5.175,4.35,175,01/08/2002
200209,220318,5.30048,5.95,5.25,4.3,176,01/09/2002
200210,220318,5.309839,5.95,5.225,4.3,177,01/10/2002
200211,220318,5.312581,5.95,5.2,4.35,178,01/11/2002
200212,220318,5.349587,5.95,5.25,4.4,179,01/12/2002
200301,220318,5.279836,5.95,5.2,4.4,180,01/01/2003
200302,220318,5.47368,6.25,5.35,4.5,181,01/02/2003
200302,220322,1.769545,2.1,1.8,1.35,181,01/02/2003
200303,220318,5.491032,6.25,5.375,4.5,182,01/03/2003
200303,220322,1.783632,2.15,1.8,1.35,182,01/03/2003
200304,220322,1.75562,2.1,1.8,1.35,183,01/04/2003
200304,220318,5.530901,6.25,5.375,4.5,183,01/04/2003
200305,220318,5.536529,6.25,5.3,4.5,184,01/05/2003
200305,220322,1.775444,2.1,1.8,1.4,184,01/05/2003
200306,220322,1.780474,2.1,1.8,1.4,185,01/06/2003
200306,220318,5.499756,6.25,5.3,4.46,185,01/06/2003
200307,220322,1.796904,2.1,1.8,1.4,186,01/07/2003
200307,220318,5.515417,6.255,5.35,4.48,186,01/07/2003
200308,220318,5.504333,6.255,5.35,4.48,187,01/08/2003
200308,220322,1.784939,2.1,1.8,1.4,187,01/08/2003
200309,220318,5.463688,6.25,5.35,4.4,188,01/09/2003
200309,220322,1.790782,2.1,1.8,1.4,188,01/09/2003
200310,220318,5.47252,6.25,5.4,4.4,189,01/10/2003
200310,220322,1.803418,2.1,1.8,1.5,189,01/10/2003
200311,220318,5.507521,6.25,5.4,4.5,190,01/11/2003
200311,220322,1.804795,2.1,1.8,1.45,190,01/11/2003
200312,220318,5.50561,6.25,5.4,4.5,191,01/12/2003
200312,220322,1.81428,2.1,1.8,1.5,191,01/12/2003
200401,220322,1.817927,2.1,1.8,1.5,192,01/01/2004
200401,220318,5.48832,6.25,5.36,4.46,192,01/01/2004
200402,220318,5.573543,6.6,5.5,4.5,193,01/02/2004
200402,220322,1.784449,2.1,1.8,1.4,193,01/02/2004
200403,220318,5.548661,6.5,5.5,4.46,194,01/03/2004
200403,220322,1.776827,2.1,1.8,1.4,194,01/03/2004
200404,220318,5.545,6.5,5.475,4.43,195,01/04/2004
200404,220322,1.777664,2.1,1.8,1.4,195,01/04/2004
200405,220318,5.573594,6.5,5.5,4.5,196,01/05/2004
200405,220322,1.777551,2.09,1.8,1.4,196,01/05/2004
200406,220318,5.542302,6.5,5.5,4.4,197,01/06/2004
200406,220322,1.796458,2.1,1.8,1.4,197,01/06/2004
200407,220322,1.8,2.1,1.8,1.4,198,01/07/2004
200407,220318,5.583566,6.5,5.5,4.5,198,01/07/2004
200408,220322,1.823416,2.1,1.85,1.5,199,01/08/2004
200408,220318,5.589612,6.5,5.5,4.5,199,01/08/2004
200409,220318,5.52969,6.5,5.45,4.5,200,01/09/2004
200409,220322,1.812561,2.1,1.8,1.45,200,01/09/2004
200410,220322,1.809633,2.1,1.8,1.45,201,01/10/2004
200410,220318,5.512015,6.5,5.45,4.46,201,01/10/2004
200411,220318,5.493414,6.5,5.45,4.46,202,01/11/2004
200411,220322,1.804074,2.1,1.8,1.4,202,01/11/2004
200412,220318,5.557131,6.5,5.5,4.5,203,01/12/2004
200412,220322,1.826955,2.2,1.85,1.5,203,01/12/2004
200501,220322,1.828631,2.2,1.85,1.5,204,01/01/2005
200501,220318,5.530656,6.36,5.475,4.5,204,01/01/2005
200502,220322,1.815661,2.2,1.85,1.4,205,01/02/2005
200502,220318,5.407417,6.28,5.2,4.5,205,01/02/2005
200503,220318,5.396694,6.26,5.25,4.5,206,01/03/2005
200503,220322,1.814467,2.175,1.85,1.4,206,01/03/2005
200504,220318,5.406048,6.255,5.25,4.5,207,01/04/2005
200504,220322,1.82504,2.2,1.85,1.4,207,01/04/2005
200505,220322,1.762115,2.1,1.8,1.4,208,01/05/2005
200505,220318,5.269823,5.95,5.06,4.5,208,01/05/2005
200506,220318,5.412188,6.165,5.325,4.5,209,01/06/2005
200506,220322,1.821029,2.2,1.85,1.4,209,01/06/2005
200507,220318,5.413968,6.08,5.325,4.5,210,01/07/2005
200507,220322,1.830377,2.2,1.85,1.4,210,01/07/2005
200508,220318,5.440238,6.26,5.35,4.5,211,01/08/2005
200508,220322,1.838525,2.2,1.9,1.4,211,01/08/2005
200509,220318,5.443438,6.26,5.35,4.5,212,01/09/2005
200509,220322,1.845407,2.2,1.9,1.4,212,01/09/2005
200510,220318,5.469091,6.44,5.35,4.55,213,01/10/2005
200510,220322,1.844115,2.2,1.9,1.4,213,01/10/2005
200511,220322,1.84049,2.2,1.9,1.4,214,01/11/2005
200511,220318,5.453417,6.26,5.375,4.625,214,01/11/2005
200512,220318,5.508,6.37,5.475,4.675,215,01/12/2005
200512,220322,1.838175,2.2,1.875,1.4,215,01/12/2005
200601,220318,5.578618,6.5,5.5,4.75,216,01/01/2006
200601,220322,1.854064,2.2,1.9,1.4,216,01/01/2006
200602,220318,5.615968,6.5,5.525,4.8,217,01/02/2006
200602,220322,1.825597,2.2,1.85,1.4,217,01/02/2006
200603,220318,5.535372,6.3,5.5,4.8,218,01/03/2006
200603,220322,1.835366,2.2,1.875,1.4,218,01/03/2006
200604,220318,5.652258,6.5,5.525,4.9,219,01/04/2006
200604,220322,1.843976,2.2,1.9,1.4,219,01/04/2006
200605,220318,5.649844,6.5,5.555,4.85,220,01/05/2006
200605,220322,1.846842,2.2,1.9,1.45,220,01/05/2006
200606,220318,5.68289,6.5,5.6,4.85,221,01/06/2006
200606,220322,1.864701,2.2,1.9,1.5,221,01/06/2006
200607,220318,5.653858,6.5,5.6,4.8,222,01/07/2006
200607,220322,1.868971,2.2,1.95,1.5,222,01/07/2006
200608,220318,5.698267,6.5,5.6,4.8,223,01/08/2006
200608,220322,1.853265,2.2,1.9,1.5,223,01/08/2006
200609,220318,5.687188,6.5,5.6,4.85,224,01/09/2006
200609,220322,1.874032,2.2,1.9,1.5,224,01/09/2006
200610,220322,1.870198,2.2,1.9,1.5,225,01/10/2006
200610,220318,5.741085,6.5,5.6,4.9,225,01/10/2006
200611,220322,1.86815,2.2,1.9,1.5,226,01/11/2006
200611,220318,5.755639,6.5,5.64,4.9,226,01/11/2006
200612,220318,5.736615,6.55,5.67,4.9,227,01/12/2006
200612,220322,1.878667,2.2,1.9,1.5,227,01/12/2006
200701,220318,5.79874,6.6,5.7,4.9,228,01/01/2007
200701,220322,1.887936,2.2,1.925,1.5,228,01/01/2007
200702,220322,1.89438,2.2,1.925,1.5,229,01/02/2007
200702,220318,5.788095,6.55,5.675,4.9,229,01/02/2007
200703,220322,1.908915,2.2,1.95,1.5,230,01/03/2007
200703,220318,5.724048,6.5,5.6,4.9,230,01/03/2007
200704,220318,5.744524,6.5,5.6,4.8,231,01/04/2007
200704,220322,1.916085,2.2,1.97,1.55,231,01/04/2007
200705,220322,1.92283,2.2,1.95,1.55,232,01/05/2007
200705,220318,5.775203,6.75,5.75,4.8,232,01/05/2007
200706,220318,5.7636,6.6,5.75,4.9,233,01/06/2007
200706,220322,1.933268,2.3,1.99,1.55,233,01/06/2007
200707,220322,1.945494,2.3,1.99,1.55,234,01/07/2007
200707,220318,5.77544,6.6,5.75,4.9,234,01/07/2007
200708,220318,5.77976,6.6,5.8,4.9,235,01/08/2007
200708,220322,1.951614,2.3,1.99,1.6,235,01/08/2007
200709,220322,1.963676,2.3,2,1.6,236,01/09/2007
200709,220318,5.793333,6.6,5.825,4.9,236,01/09/2007
200710,220322,1.96722,2.3,2,1.6,237,01/10/2007
200710,220318,5.813688,6.6,5.875,4.9,237,01/10/2007
200711,220322,1.967471,2.3,2,1.6,238,01/11/2007
200711,220318,5.786,6.6,5.85,4.9,238,01/11/2007
200712,220318,5.826829,6.75,5.85,4.9,239,01/12/2007
200712,220322,1.975135,2.3,2,1.6,239,01/12/2007
200801,220318,5.846885,6.75,5.875,4.9,240,01/01/2008
200801,220322,1.978682,2.3,2,1.6,240,01/01/2008
200802,220322,1.986089,2.3,2,1.6,241,01/02/2008
200802,220318,5.695294,6.57,5.55,4.8,241,01/02/2008
200803,220318,5.686417,6.5,5.525,4.9,242,01/03/2008
200803,220322,1.979202,2.3,2,1.625,242,01/03/2008
200804,220318,5.72339,6.6,5.6,4.9,243,01/04/2008
200804,220322,2.016028,2.4,2,1.7,243,01/04/2008
200805,220322,2.036567,2.4,2,1.7,244,01/05/2008
200805,220318,5.784344,6.62,5.6,4.9,244,01/05/2008
200806,220318,5.773417,6.635,5.55,4.9,245,01/06/2008
200806,220322,2.059847,2.4,2,1.75,245,01/06/2008
200807,220322,2.048116,2.4,2,1.7,246,01/07/2008
200807,220318,5.916905,6.9,5.725,4.9,246,01/07/2008
200808,220322,2.052774,2.4,2,1.7,247,01/08/2008
200808,220318,5.894765,6.9,5.725,4.9,247,01/08/2008
200809,220318,5.89336,6.9,5.7,4.9,248,01/09/2008
200809,220322,2.075942,2.49,2,1.75,248,01/09/2008
200810,220318,5.907442,6.9,5.9,4.9,249,01/10/2008
200810,220322,2.087286,2.495,2,1.75,249,01/10/2008
200811,220318,5.940079,6.95,5.825,4.9,250,01/11/2008
200811,220322,2.10218,2.5,2,1.75,250,01/11/2008
200812,220322,2.098175,2.5,2,1.75,251,01/12/2008
200812,220318,6.079904,6.95,5.9,4.975,251,01/12/2008
200901,220322,2.126611,2.5,2,1.8,252,01/01/2009
200901,220318,5.925196,6.9,5.65,4.95,252,01/01/2009
200902,220322,2.174745,2.5,2.1,1.8,253,01/02/2009
200902,220318,5.892,6.75,5.725,4.95,253,01/02/2009
200903,220322,2.180278,2.5,2.15,1.8,254,01/03/2009
200903,220318,5.923983,6.8,5.75,4.95,254,01/03/2009
200904,220318,5.9628,6.9,5.9,4.95,255,01/04/2009
200904,220322,2.149173,2.5,2.1,1.75,255,01/04/2009
200905,220318,5.920866,6.9,5.82,4.95,256,01/05/2009
200905,220322,2.158134,2.5,2.075,1.8,256,01/05/2009
200906,220318,5.861875,6.75,5.75,4.95,257,01/06/2009
200906,220322,2.151111,2.5,2.05,1.8,257,01/06/2009
200907,220322,2.158905,2.5,2.1,1.8,258,01/07/2009
200907,220318,5.910551,6.9,5.82,4.95,258,01/07/2009
200908,220322,2.149407,2.5,2.05,1.75,259,01/08/2009
200908,220318,5.888672,6.75,5.86,4.95,259,01/08/2009
200909,220322,2.157185,2.5,2.1,1.75,260,01/09/2009
200909,220318,5.95379,6.75,5.905,4.97,260,01/09/2009
200910,220318,5.915635,6.8,5.9,4.95,261,01/10/2009
200910,220322,2.151374,2.5,2.1,1.7,261,01/10/2009
200911,220318,5.923906,6.825,5.93,4.95,262,01/11/2009
200911,220322,2.164638,2.5,2.1,1.7,262,01/11/2009
200912,220318,5.92414,6.725,5.905,4.95,263,01/12/2009
200912,220322,2.169437,2.5,2.1,1.75,263,01/12/2009
201001,220322,2.179914,2.5,2.15,1.775,264,01/01/2010
201001,220318,5.976063,6.95,5.95,4.95,264,01/01/2010
201002,220322,2.184697,2.55,2.15,1.75,265,01/02/2010
201002,220318,5.960976,6.95,5.95,4.95,265,01/02/2010
201003,220322,2.190963,2.6,2.2,1.75,266,01/03/2010
201003,220318,5.942969,6.925,5.93,4.95,266,01/03/2010
201004,220318,5.967462,6.9,5.95,4.95,267,01/04/2010
201004,220322,2.19511,2.6,2.2,1.8,267,01/04/2010
201005,220322,2.201679,2.6,2.2,1.8,268,01/05/2010
201005,220318,6.012109,6.925,5.95,5,268,01/05/2010
201006,220322,2.184412,2.525,2.2,1.8,269,01/06/2010
201006,220318,6.051746,6.95,5.95,5,269,01/06/2010
201007,220322,2.193926,2.55,2.2,1.8,270,01/07/2010
201007,220318,6.07696,6.95,5.95,5,270,01/07/2010
201008,220318,6.08096,6.95,5.95,5.1,271,01/08/2010
201008,220322,2.214887,2.6,2.2,1.8,271,01/08/2010
201009,220318,6.0588,6.75,5.95,5,272,01/09/2010
201009,220322,2.202463,2.6,2.2,1.8,272,01/09/2010
201010,220318,6.075289,6.95,5.95,5,273,01/10/2010
201010,220322,2.203504,2.55,2.2,1.8,273,01/10/2010
201011,220322,2.209857,2.575,2.2,1.8,274,01/11/2010
201011,220318,6.061774,6.925,5.95,5,274,01/11/2010
201012,220322,2.207391,2.59,2.2,1.8,275,01/12/2010
201012,220318,6.058,6.95,5.95,5,275,01/12/2010
201101,220318,6.098437,6.925,5.95,5,276,01/01/2011
201101,220322,2.220222,2.65,2.2,1.8,276,01/01/2011
201102,220322,2.237857,2.65,2.2,1.8,277,01/02/2011
201102,220318,6.138862,6.95,5.95,5,277,01/02/2011
201103,220318,6.206434,7,5.95,5.2,278,01/03/2011
201103,220322,2.244925,2.65,2.25,1.8,278,01/03/2011
201104,220318,6.228915,7.15,5.95,5.1,279,01/04/2011
201104,220322,2.249779,2.66,2.29,1.8,279,01/04/2011
201105,220322,2.250876,2.65,2.29,1.8,280,01/05/2011
201105,220318,6.228571,7.15,5.95,5.1,280,01/05/2011
201106,220318,6.26384,7.15,5.95,5.2,281,01/06/2011
201106,220322,2.240432,2.65,2.25,1.8,281,01/06/2011
201107,220318,6.28512,7,5.95,5.25,282,01/07/2011
201107,220322,2.258175,2.67,2.29,1.8,282,01/07/2011
201108,220318,6.2704,6.95,5.95,5.2,283,01/08/2011
201108,220322,2.256493,2.65,2.27,1.8,283,01/08/2011
201109,220322,2.252707,2.65,2.25,1.8,284,01/09/2011
201109,220318,6.300397,7.15,5.95,5.2,284,01/09/2011
201110,220318,6.34127,7.25,5.95,5.2,285,01/10/2011
201110,220322,2.250073,2.66,2.295,1.8,285,01/10/2011
201111,220318,6.34879,7.25,5.95,5.2,286,01/11/2011
201111,220322,2.271679,2.7,2.3,1.8,286,01/11/2011
201112,220318,6.302835,7.16,5.95,5.2,287,01/12/2011
201112,220322,2.267826,2.7,2.3,1.8,287,01/12/2011
201201,220318,6.30748,7.25,5.95,5.2,288,01/01/2012
201201,220322,2.265571,2.695,2.3,1.8,288,01/01/2012
201202,220322,2.265185,2.7,2.3,1.8,289,01/02/2012
201202,220318,6.371967,7.25,5.97,5.5,289,01/02/2012
201203,220322,2.28,2.7,2.3,1.8,290,01/03/2012
201203,220318,6.276452,6.97,5.95,5.375,290,01/03/2012
201204,220318,6.259187,6.99,5.95,5.3,291,01/04/2012
201204,220322,2.274545,2.7,2.3,1.8,291,01/04/2012
201205,220318,6.300083,7.075,5.95,5.45,292,01/05/2012
201205,220322,2.285801,2.7,2.3,1.85,292,01/05/2012
201206,220318,6.260242,6.95,5.95,5.45,293,01/06/2012
201206,220322,2.290076,2.7,2.3,1.8,293,01/06/2012
201207,220322,2.295149,2.7,2.3,1.85,294,01/07/2012
201207,220318,6.27748,6.95,5.95,5.45,294,01/07/2012
201208,220322,2.309774,2.75,2.3,1.9,295,01/08/2012
201208,220318,6.325529,6.95,5.95,5.5,295,01/08/2012
201209,220318,6.32632,6.95,5.95,5.5,296,01/09/2012
201209,220322,2.284412,2.7,2.3,1.825,296,01/09/2012
201210,220322,2.291704,2.7,2.3,1.9,297,01/10/2012
201210,220318,6.339672,6.95,5.97,5.5,297,01/10/2012
201211,220318,6.30381,6.95,5.95,5.45,298,01/11/2012
201211,220322,2.294627,2.7,2.3,1.9,298,01/11/2012
201212,220318,6.31912,6.95,5.95,5.5,299,01/12/2012
201212,220322,2.293185,2.7,2.3,1.89,299,01/12/2012
201301,220318,6.324841,6.95,5.97,5.5,300,01/01/2013
201301,220322,2.311045,2.7,2.3,1.9,300,01/01/2013
201302,220318,6.3825,6.95,6.15,5.5,301,01/02/2013
201302,220322,2.358281,2.8,2.3,1.945,301,01/02/2013
201303,220322,2.357344,2.75,2.345,1.99,302,01/03/2013
201303,220318,6.362619,6.95,6.1,5.5,302,01/03/2013
201304,220318,6.391451,6.95,6.23,5.5,303,01/04/2013
201304,220322,2.344016,2.7,2.35,1.9,303,01/04/2013
201305,220322,2.38217,2.7,2.4,1.99,304,01/05/2013
201305,220318,6.447317,6.95,6.45,5.5,304,01/05/2013
201306,220322,2.36375,2.75,2.4,1.995,305,01/06/2013
201306,220318,6.469344,6.95,6.45,5.5,305,01/06/2013
201307,220318,6.45459,6.95,6.4,5.5,306,01/07/2013
201307,220322,2.355238,2.7,2.395,1.9,306,01/07/2013
201308,220318,6.419754,6.95,6.325,5.5,307,01/08/2013
201308,220322,2.34352,2.7,2.4,2,307,01/08/2013
201309,220318,6.42248,6.95,6.39,5.5,308,01/09/2013
201309,220322,2.342598,2.75,2.4,1.99,308,01/09/2013
201310,220318,6.439762,6.95,6.425,5.5,309,01/10/2013
201310,220322,2.314286,2.7,2.345,1.9,309,01/10/2013
201311,220318,6.454919,6.97,6.45,5.5,310,01/11/2013
201311,220322,2.353543,2.8,2.4,1.9,310,01/11/2013
201312,220322,2.356046,2.8,2.4,2,311,01/12/2013
201312,220318,6.484063,7.18,6.475,5.5,311,01/12/2013
201401,220318,6.526097,7.2,6.5,5.5,312,01/01/2014
201401,220322,2.378828,2.825,2.425,2,312,01/01/2014
201402,220318,6.553193,7.25,6.5,5.75,313,01/02/2014
201402,220322,2.379672,2.85,2.4,2,313,01/02/2014
201403,220322,2.373606,2.85,2.4,2,314,01/03/2014
201403,220318,6.546967,7.2,6.5,5.9,314,01/03/2014
201404,220318,6.586271,7.45,6.5,5.9,315,01/04/2014
201404,220322,2.38984,2.85,2.4,2,315,01/04/2014
201405,220318,6.593223,7.45,6.5,5.9,316,01/05/2014
201405,220322,2.404794,2.9,2.4,2,316,01/05/2014
201406,220322,2.410242,2.9,2.4,2,317,01/06/2014
201406,220318,6.616803,7.49,6.5,5.9,317,01/06/2014
201407,220318,6.669431,7.5,6.5,5.9,318,01/07/2014
201407,220322,2.431721,2.9,2.4,2,318,01/07/2014
201408,220318,6.7175,7.5,6.515,5.95,319,01/08/2014
201408,220322,2.420496,2.9,2.4,2,319,01/08/2014
201409,220318,6.751311,7.5,6.515,5.95,320,01/09/2014
201409,220322,2.429837,2.9,2.4,2,320,01/09/2014
201410,220318,6.7745,7.5,6.65,5.95,321,01/10/2014
201410,220322,2.469842,3,2.45,2,321,01/10/2014
201411,220322,2.484683,2.99,2.425,2,322,01/11/2014
201411,220318,6.816186,7.85,6.75,5.95,322,01/11/2014
